gene_callers_id	ANE_004_05M	ANE_004_40M	ANE_150_05M	ANE_150_40M	ANE_151_05M	ANE_151_80M	ANE_152_05M	ANW_141_05M	ANW_142_05M	ANW_145_05M	ANW_146_05M	ANW_148_05M	ANW_149_05M	ASE_66_05M	ASE_66_30M	ASE_67_05M	ASE_68_05M	ASE_68_50M	ASE_70_05M	ASW_72_05M	ASW_72_100M	ASW_76_05M	ASW_78_05M	ASW_82_05M	ASW_82_40M	ION_36_05M	ION_36_17M	ION_38_05M	ION_38_25M	ION_39_25M	ION_41_05M	ION_41_60M	ION_42_05M	ION_42_80M	ION_45_05M	ION_48_05M	IOS_52_05M	IOS_52_75M	IOS_56_05M	IOS_57_05M	IOS_58_66M	IOS_62_05M	IOS_64_05M	IOS_64_65M	IOS_65_05M	IOS_65_30M	MED_18_05M	MED_18_60M	MED_23_05M	MED_25_05M	MED_25_50M	MED_30_05M	MED_30_70M	PON_132_05M	PON_133_05M	PON_133_45M	PON_137_05M	PON_137_40M	PON_138_05M	PON_138_60M	PON_140_05M	PSE_100_05M	PSE_100_50M	PSE_102_05M	PSE_102_40M	PSE_109_05M	PSE_109_30M	PSE_110_05M	PSE_110_50M	PSE_111_05M	PSE_111_90M	PSE_93_05M	PSE_93_35M	PSE_94_05M	PSE_96_05M	PSE_98_05M	PSE_99_05M	PSW_112_05M	PSW_122_05M	PSW_123_05M	PSW_124_05M	PSW_125_05M	PSW_128_05M	PSW_128_40M	RED_31_05M	RED_32_05M	RED_32_80M	RED_33_05M	RED_34_05M	RED_34_60M	SOC_84_05M	SOC_85_05M	SOC_85_90M
1638	222.238434164	299.411764706	404.373584906	336.301115242	376.382899628	239.156028369	50.8516746411	578.003861004	347.471861472	276.985239852	321.669491525	299.425	474.333333333	450.328301887	255.770491803	1.51648351648	108.649635036	73.8777292576	64.0367892977	205.360714286	190.47804878	103.588424437	433.243137255	0.0	0.0	755.77385159	1213.56985294	580.408805031	1005.14942529	687.460093897	735.457627119	700.077868852	684.926640927	830.435897436	484.176691729	258.84965035	259.209737828	438.244635193	435.452054795	569.894957983	751.405529954	549.81027668	658.119047619	269.764150943	620.400763359	870.884920635	51.0146341463	53.6194690265	17.823255814	33.1291866029	10.8723404255	24.039800995	14.5502645503	145.525735294	11.4375	3.32520325203	710.642384106	0.629283489097	96.1953125	172.720930233	628.214046823	131.228013029	155.572881356	543.116666667	541.947791165	645.216981132	378.815602837	382.144859813	331.918604651	158.06	122.652985075	22.3555555556	10.4392523364	70.38647343	34.9310344828	6.49214659686	11.665	40.203539823	99.7426710098	83.4953271028	162.107491857	192.51147541	104.01754386	120.653846154	445.100775194	453.534883721	198.651821862	559.730088496	532.920930233	84.1176470588	0.0	0.0	0.0
1639	30.0690690691	60.653250774	66.9347079038	48.5501618123	70.7447447447	55.2342342342	16.9749216301	312.698113208	15.0663900415	64.0780780781	38.6007751938	29.7625	72.5615615616	68.9583333333	39.1006493506	0.0	18.7583081571	11.6907630522	13.1993006993	15.162601626	28.0204081633	9.09009009009	35.3524904215	0.0	1.22699386503	230.092198582	399.099656357	203.263537906	232.147798742	139.159874608	71.7992424242	116.79109589	92.0996677741	87.28515625	22.686746988	10.4498141264	35.265993266	50.9607142857	59.6014234875	61.4756097561	89.9043824701	48.3214285714	87.4522968198	19.7321428571	72.5513307985	97.7158671587	13.6096096096	8.87987987988	0.0	0.0	2.72372372372	2.47147147147	1.20720720721	0.508620689655	1.90690690691	1.21021021021	245.50304878	0.0	18.737037037	66.4804804805	233.508361204	52.6096096096	47.7051282051	242.84423676	289.032	218.621621622	136.075075075	156.246246246	135.993993994	71.3393393393	35.9144736842	11.9785932722	4.72448979592	27.1771771772	0.0	0.0	0.895752895753	0.856573705179	38.8158730159	18.0660066007	62.6878787879	64.977124183	39.2852852853	38.9848484848	23.5147679325	16.6909090909	8.39436619718	50.8560606061	92.0687022901	19.7237237237	0.0	0.0	0.0
1640	0.0578512396694	8.21212121212	4.8773006135	0.777777777778	3.29452054795	2.61081081081	0.478723404255	279.409937888	4.12857142857	25.118556701	14.131147541	11.0	16.0990990991	5.9	4.37951807229	0.0	1.47804878049	1.76754385965	0.0	0.0	0.0	0.0	12.9824561404	0.0	0.0	19.7664670659	35.7167630058	13.8841463415	30.6176470588	41.9494949495	25.9589041096	13.7575757576	47.7719298246	18.3965517241	3.61403508772	0.0	0.826530612245	1.1959798995	16.5841121495	32.0	26.1441441441	22.4869109948	21.6729559748	11.1764705882	21.1904761905	25.487654321	0.0	0.882629107981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.724719101124	0.0	0.0	0.0	85.6628571429	0.0	0.0	0.0	1.56476683938	4.23618090452	0.708333333333	4.14473684211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.738219895288	4.11842105263	1.93421052632	2.21777777778	7.13	9.11403508772	0.537688442211	0.0	0.0	0.0
1641	35.8125	40.4151624549	40.8666666667	34.4553571429	43.4938271605	37.5551330798	16.7470238095	191.286363636	29.5909090909	52.4622222222	28.5520361991	32.3092369478	56.008583691	77.0444444444	43.3568627451	0.977099236641	14.8255319149	13.0924657534	6.56561085973	36.5700325733	16.3754789272	6.18014705882	54.056	0.0	0.0	174.607305936	342.668181818	165.922746781	273.380392157	150.220264317	169.643382353	118.115079365	134.875486381	104.012658228	82.2329749104	61.62890625	40.0503875969	38.5393700787	94.7269372694	167.848184818	149.483870968	111.762264151	91.2981132075	36.8303249097	95.8359375	138.204460967	12.0240963855	5.44155844156	0.0	0.977635782748	0.617021276596	0.0	0.863095238095	9.6245210728	2.40366972477	0.839285714286	110.502347418	0.0	14.932	26.9585253456	224.773109244	21.03125	19.5627240143	83.0886699507	119.736607143	131.810572687	55.8502415459	51.8826530612	51.1940298507	28.4934497817	22.0348837209	2.99404761905	1.93574297189	16.6326530612	1.54625550661	0.706349206349	3.56547619048	4.11483253589	20.693452381	14.7086330935	31.953271028	36.6757679181	23.0188679245	25.1903323263	97.6605166052	112.829710145	39.15	278.553846154	290.211726384	20.7011494253	0.0	0.0	0.0
1642	173.177865613	300.97080292	352.691256831	348.786561265	309.193103448	214.872852234	23.7903225806	765.764705882	314.802158273	307.803149606	293.709433962	273.783393502	448.796934866	387.974137931	243.146067416	2.56451612903	96.5093632959	59.7492537313	60.808	199.038147139	164.723549488	62.3880126183	422.104529617	0.0	0.0	935.512820513	1842.53888889	870.656028369	1238.31208054	822.965116279	741.703180212	761.277978339	768.023076923	779.379591837	432.03649635	178.152542373	218.157099698	377.85483871	464.175438596	610.789115646	821.173076923	644.881632653	616.42384106	279.524344569	711.698039216	846.302681992	54.8927536232	40.6174496644	0.58064516129	1.1038961039	9.33550488599	1.15053763441	0.997311827957	50.9591194969	2.45535714286	0.0537634408602	763.064606742	0.0	76.4946236559	162.866171004	989.510135135	74.4892703863	62.5418181818	720.975	687.473829201	858.44057971	376.792727273	433.281786942	343.931271478	83.608974359	44.9934210526	10.8247734139	8.04032258065	36.6098484848	1.19892473118	0.0	0.0	12.9462025316	38.4798850575	34.9147058824	83.7994428969	100.349462366	72.3110367893	126.299180328	561.597014925	584.622047244	251.449056604	1017.25590551	901.131805158	113.330827068	0.0	0.0	0.0
1643	234.567346939	448.413043478	479.624113475	393.56964657	420.093896714	336.838427948	84.1555075594	908.459244533	318.783673469	320.002512563	337.677272727	296.28	510.648979592	634.973451327	351.653465347	2.95796460177	102.903225806	93.2250922509	98.6490196078	208.230769231	209.222634508	86.7201492537	511.664488017	0.0	0.742489270386	1406.91983122	2495.53287982	1156.80506823	1675.76029963	1026.825054	856.085106383	934.611738149	849.779324056	996.738656987	453.058708415	199.535460993	275.917582418	471.934397163	574.5175	703.088295688	887.342672414	738.83030303	735.257446809	277.672764228	828.926136364	974.725446429	72.5282258065	59.6630196937	0.0	4.46076458753	14.5175097276	21.3776595745	6.01012658228	68.8241106719	10.7541589649	3.97222222222	1232.72058824	0.0	143.663082437	256.246575342	1220.12109375	262.769067797	236.296842105	1117.96276596	1056.70231729	1217.4738041	776.59352518	762.314168378	587.801587302	335.140480591	174.340425532	46.3217726397	20.8375	154.912871287	0.0	0.0	8.0782778865	10.5324165029	187.55141844	150.423228346	321.789279113	393.401473297	204.828125	225.351039261	560.571106095	679.17029703	296.431818182	1183.98019802	1054.97799511	147.357414449	0.0	0.0	0.0
1644	188.627486438	286.323987539	311.074882995	240.2352	311.960443038	232.200598802	50.3711048159	493.24929972	150.749625187	198.090659341	199.965413534	182.044137931	303.603576751	368.914239482	180.262458472	1.93229166667	64.6905487805	54.7858267717	56.1106500692	105.185236769	112.832386364	27.9950819672	255.946319018	0.0	0.0	822.978962132	1387.33580981	652.098837209	919.872146119	517.763235294	411.477697842	504.086102719	392.882269504	478.395899054	193.013081395	69.5071225071	133.901840491	212.797564688	297.087769784	375.804109589	487.857938719	390.31512605	382.990922844	149.898079764	426.110787172	659.26031746	62.4109149278	44.7248968363	0.87237026648	2.65210608424	10.8158295282	2.01486988848	3.53604436229	20.0383522727	8.06759098787	2.09942638623	619.824829932	0.0	62.9844479005	135.212518195	679.481751825	76.4398826979	88.0683760684	811.536296296	760.750681199	706.742732558	418.585545723	390.985775249	290.858146067	96.3933717579	59.5114285714	29.5925925926	13.6598290598	51.3418439716	0.0	0.0	5.03527607362	7.45356037152	46.2405797101	50.4649499285	74.3019726859	107.174486804	65.5377777778	90.8472834068	328.445669291	354.813822285	160.126564673	596.462566845	568.366847826	80.2255772647	0.0	0.0	0.0
1645	184.062579821	333.643742954	356.719387755	281.049937578	376.658998647	258.767231638	59.5231143552	626.870333988	192.637178052	274.011166253	243.744786495	231.92280285	369.068399453	416.910982659	207.724373576	0.819597069597	83.1493775934	59.6864224138	66.4569536424	120.24504084	114.353616533	37.7370689655	259.754716981	0.0	0.0	1131.57575758	2004.5119171	919.402081362	1278.88613861	755.471383975	583.201456311	685.652221018	603.739916551	702.696473552	294.8	101.135076253	183.810404624	243.923672566	403.786826347	496.130769231	638.618451025	521.620209059	469.338120104	166.779234973	500.77309008	653.532119914	63.3135345667	39.161007667	0.948863636364	1.52770780856	11.3187984496	1.51115834219	3.54949494949	36.7047496791	6.10041407867	2.93223443223	848.382575758	0.0	102.887351779	217.452876377	970.009240246	167.671342685	164.414951246	886.359116022	874.939081537	942.56185567	582.947154472	547.438883542	413.490458015	243.405670665	126.868344627	25.0010822511	12.2988888889	102.139405204	0.0	0.451992753623	10.3697650664	11.0485744456	191.220963173	142.931899642	279.01901566	393.945652174	158.344723618	205.525974026	399.452352232	456.665876777	170.690744921	813.174781523	836.058479532	110.312095032	0.0	0.0	0.0
1646	183.630952381	317.716216216	338.554298643	291.155172414	367.008810573	233.351674641	69.5963302752	579.163809524	199.57918552	278.733050847	235.991578947	211.304449649	379.831460674	414.724373576	227.769953052	6.28787878788	78.4222222222	75.6292134831	69.6039426523	145.619385343	136.497674419	47.3466666667	311.15560166	1.0419047619	1.68669527897	1080.35456476	1954.864	861.72519084	1169.57360406	764.088659794	597.260521042	643.0625	547.677345538	616.161214953	310.876712329	115.95761079	203.581932773	310.722095672	397.407407407	505.392111369	697.484693878	492.315420561	508.992924528	201.400966184	610.487378641	787.831460674	72.1639004149	56.9337016575	5.92768959436	26.5248962656	23.9315403423	11.0595238095	14.2248908297	40.8631578947	95.3049327354	40.8140589569	801.613360324	0.0	137.033457249	202.603211009	928.87079646	208.6996337	152.960167715	823.098807496	762.452479339	907.583333333	536.143897996	518.194968553	417.077894737	240.989200864	122.454356846	70.3893442623	34.5560344828	114.013015184	3.85553047404	3.69484536082	14.0870307167	16.3668903803	229.205782313	196.556122449	419.153061224	501.506802721	204.360294118	255.568027211	371.754257908	453.031523643	149.298611111	865.394557823	756.531322506	114.073504274	0.0	0.0	0.978165938865
1647	260.709415584	467.764705882	508.570480929	424.602294455	458.003149606	314.219512195	74.8384201077	671.973637961	324.845454545	319.401639344	342.076923077	319.202970297	528.202302632	631.806089744	328.736654804	2.56956521739	123.676706827	98.4003115265	55.1683309558	224.380882353	211.20361991	111.368656716	495.867078825	0.642655367232	0.0	1287.70800628	2345.97043478	1069.89761092	1543.30217028	919.011428571	792.388609715	843.156305506	775.70531401	915.766721044	526.857344633	296.199421965	291.371552975	484.212797619	523.777439024	628.728571429	789.829218107	647.038167939	748.056092843	254.803738318	784.939781022	1025.14408233	97.0523560209	60.8031496063	18.869205298	67.88	28.9712643678	41.9836363636	27.3893967093	134.031073446	19.0487364621	6.01648351648	640.11525974	0.0	125.52605042	199.625742574	996.449640288	123.144409938	71.9690265487	462.99410609	466.119771863	725.220183486	337.237956204	346.410852713	272.088129496	169.272575251	72.4779874214	20.2099236641	11.2176360225	49.7921146953	82.7274011299	0.383248730964	8.41463414634	23.8594771242	150.512476008	145.30214425	293.494485294	367.472627737	168.440347072	229.664570231	483.652459016	611.143572621	243.246350365	999.810447761	899.3378119	154.727714749	0.0	0.0	0.0
